textbox3,Month,Year,Date,CropNameUrdu,textbox2
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Mustard Greens(ساگ سرسوں),NA
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Green Fodder,NA
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Red Chilli Whole (Dry),NA
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Water chestnut(سنگھاڑا),NA
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Apple (Ammre),NA
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Apple Kala Kullu (Madani),"6,600.00"
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Apple Kala Kullu (Pahari),"8,850.00"
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Apple (Gatcha),"10,700.00"
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Apple (Golden),NA
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Sweet Potato(شکر قندی),NA
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Turnip,"2,400.00"
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Capsicum (شملہ مرچ),"8,600.00"
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,feutral early(100 Pcs) فروٹر,NA
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Gram Black,NA
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Bottle Gourd (کدو),"1,700.00"
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Bitter Gourd (کریلا),"4,000.00"
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Dates (Aseel),NA
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Banola Cake,"2,900.00"
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Cucumber (Kheera),"6,250.00"
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Kinnow (100Pcs),NA
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Carrot,"3,150.00"
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Carrot China,NA
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Sweet Musk Melon,NA
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Sweet Musk Melon (Shireen),NA
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Grapefruit(100Pcs),NA
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,sugarcane,NA
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Wheat,NA
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Cabbage,"2,850.00"
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Jaggery (گڑ),NA
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Zucchini (گھیا توری),"3,050.00"
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Garlic (China),"15,000.00"
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Garlic (Local),"14,000.00"
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Lychee,NA
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Lemon (Other),NA
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Lemon (China),NA
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Lemon (Desi),"8,150.00"
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Mash,NA
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Orange(100Pcs),NA
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Musambi(100Pcs),NA
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Masoor Whole (Imported),NA
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Masoor Whole(local),NA
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Masoor Pulse (Imported),NA
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Maize,NA
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Radish,"1,800.00"
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Paddy Basmati,NA
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Moong,NA
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Mongray,NA
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Peas,"9,500.00"
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Fenugreek(میتھی),NA
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Cocunut,NA
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Pear,NA
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Tomato,"3,800.00"
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Tindian,NA
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Tinda Desi,"5,250.00"
Qiladedarsingh    View Graph,September - 2016,September,7-September-2015,Green Chilli,"5,250.00"
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Dates(Irani),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Banana(DOZEN),53.00
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Ginger (Thai),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Ginger(China),"12,750.00"
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Cocoyam(اروی),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Strawberry,NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Plum,NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Potato Store,650.00
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Potato Sugar free,NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Potato Fresh,"2,500.00"
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Mango (Malda),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Mango(Anwer Ratol),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Mango(Chounsa),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Mango(Desahri),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Mango Desi,NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Mango(Sindhri),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Mango Saharni,NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Guava,"4,800.00"
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Pomegranate(Badana),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Pomegranate Desi,NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Pomegranate(Kandhari),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Grapes (Other),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Grapes Sundekhani,"17,500.00"
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Grapes Gola,"7,700.00"
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Peach,NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Peach Special,NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Batho,NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Millet,NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Banola,NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Lady Finger/Okra (بھنڈی توری),"3,800.00"
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Wheat Straw,NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,jujube(بیر),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Gram Flour (بیسن),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Brinjal,950.00
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Spinach,"2,400.00"
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Papaya(پپیتا),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Mint(پودینہ),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Cauliflower,"5,350.00"
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Onion,"3,700.00"
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Watermelon,NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,RapeSeed (Torya),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Turmeric Whole(ثابت ہلدی),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Persimmon(جاپانی پھل),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Jaman,NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Rice Basmati Super (Old),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Rice Basmati Super (New),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Rice Kainat (New),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Sorghum,NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Gram White(Imported),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Gram White(local),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Sugar,NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Pumpkin,NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Melon,NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Apricot Yellow,NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Apricot White,NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Gram Pulse,NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Mash Pulse(Imported) washed,NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Mash Pulse(local),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Masoor Pulse(local),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Moong Pulse,NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Coriander (دھنیا),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Mustard Greens(ساگ سرسوں),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Green Fodder,NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Red Chilli Whole (Dry),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Water chestnut(سنگھاڑا),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Apple (Ammre),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Apple Kala Kullu (Madani),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Apple Kala Kullu (Pahari),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Apple (Gatcha),"8,750.00"
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Apple (Golden),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Sweet Potato(شکر قندی),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Turnip,"3,400.00"
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Capsicum (شملہ مرچ),"8,600.00"
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,feutral early(100 Pcs) فروٹر,NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Gram Black,NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Bottle Gourd (کدو),"1,650.00"
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Bitter Gourd (کریلا),"3,950.00"
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Dates (Aseel),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Banola Cake,NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Cucumber (Kheera),"4,200.00"
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Kinnow (100Pcs),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Carrot,"3,100.00"
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Carrot China,NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Sweet Musk Melon,NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Sweet Musk Melon (Shireen),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Grapefruit(100Pcs),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,sugarcane,NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Wheat,NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Cabbage,"2,750.00"
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Jaggery (گڑ),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Zucchini (گھیا توری),"2,750.00"
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Garlic (China),"11,650.00"
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Garlic (Local),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Lychee,NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Lemon (Other),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Lemon (China),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Lemon (Desi),"7,350.00"
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Mash,NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Orange(100Pcs),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Musambi(100Pcs),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Masoor Whole (Imported),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Masoor Whole(local),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Masoor Pulse (Imported),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Maize,NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Radish,"2,000.00"
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Paddy Basmati,NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Moong,NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Mongray,NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Peas,NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Fenugreek(میتھی),NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Cocunut,NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Pear,NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Tomato,"3,900.00"
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Tindian,NA
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Tinda Desi,"5,000.00"
Qiladedarsingh    View Graph,September - 2016,September,9-September-2015,Green Chilli,"3,900.00"
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Dates(Irani),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Banana(DOZEN),45.00
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Ginger (Thai),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Ginger(China),"12,500.00"
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Cocoyam(اروی),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Strawberry,NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Plum,NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Potato Store,650.00
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Potato Sugar free,NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Potato Fresh,"2,500.00"
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Mango (Malda),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Mango(Anwer Ratol),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Mango(Chounsa),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Mango(Desahri),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Mango Desi,NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Mango(Sindhri),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Mango Saharni,NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Guava,"4,800.00"
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Pomegranate(Badana),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Pomegranate Desi,NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Pomegranate(Kandhari),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Grapes (Other),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Grapes Sundekhani,"17,500.00"
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Grapes Gola,"7,600.00"
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Peach,NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Peach Special,NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Batho,NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Millet,NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Banola,NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Lady Finger/Okra (بھنڈی توری),"3,800.00"
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Wheat Straw,NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,jujube(بیر),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Gram Flour (بیسن),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Brinjal,950.00
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Spinach,"2,400.00"
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Papaya(پپیتا),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Mint(پودینہ),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Cauliflower,"5,350.00"
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Onion,"3,700.00"
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Watermelon,NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,RapeSeed (Torya),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Turmeric Whole(ثابت ہلدی),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Persimmon(جاپانی پھل),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Jaman,NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Rice Basmati Super (Old),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Rice Basmati Super (New),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Rice Kainat (New),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Sorghum,NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Gram White(Imported),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Gram White(local),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Sugar,NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Pumpkin,NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Melon,NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Apricot Yellow,NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Apricot White,NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Gram Pulse,NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Mash Pulse(Imported) washed,NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Mash Pulse(local),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Masoor Pulse(local),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Moong Pulse,NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Coriander (دھنیا),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Mustard Greens(ساگ سرسوں),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Green Fodder,NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Red Chilli Whole (Dry),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Water chestnut(سنگھاڑا),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Apple (Ammre),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Apple Kala Kullu (Madani),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Apple Kala Kullu (Pahari),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Apple (Gatcha),"9,000.00"
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Apple (Golden),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Sweet Potato(شکر قندی),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Turnip,"3,400.00"
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Capsicum (شملہ مرچ),"9,000.00"
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,feutral early(100 Pcs) فروٹر,NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Gram Black,NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Bottle Gourd (کدو),"1,650.00"
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Bitter Gourd (کریلا),"3,950.00"
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Dates (Aseel),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Banola Cake,NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Cucumber (Kheera),"4,200.00"
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Kinnow (100Pcs),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Carrot,"3,100.00"
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Carrot China,NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Sweet Musk Melon,NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Sweet Musk Melon (Shireen),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Grapefruit(100Pcs),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,sugarcane,NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Wheat,NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Cabbage,"2,750.00"
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Jaggery (گڑ),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Zucchini (گھیا توری),"2,750.00"
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Garlic (China),"11,500.00"
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Garlic (Local),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Lychee,NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Lemon (Other),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Lemon (China),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Lemon (Desi),"7,350.00"
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Mash,NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Orange(100Pcs),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Musambi(100Pcs),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Masoor Whole (Imported),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Masoor Whole(local),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Masoor Pulse (Imported),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Maize,NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Radish,"2,000.00"
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Paddy Basmati,NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Moong,NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Mongray,NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Peas,NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Fenugreek(میتھی),NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Cocunut,NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Pear,NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Tomato,"3,900.00"
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Tindian,NA
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Tinda Desi,"5,000.00"
Qiladedarsingh    View Graph,September - 2016,September,10-September-2015,Green Chilli,"3,900.00"
Qiladedarsingh    View Graph,September - 2016,September,11-September-2015,Dates(Irani),NA
Qiladedarsingh    View Graph,September - 2016,September,11-September-2015,Banana(DOZEN),53.00
Qiladedarsingh    View Graph,September - 2016,September,11-September-2015,Ginger (Thai),NA
Qiladedarsingh    View Graph,September - 2016,September,11-September-2015,Ginger(China),"13,000.00"
Qiladedarsingh    View Graph,September - 2016,September,11-September-2015,Cocoyam(اروی),NA
Qiladedarsingh    View Graph,September - 2016,September,11-September-2015,Strawberry,NA
Qiladedarsingh    View Graph,September - 2016,September,11-September-2015,Plum,NA
Qiladedarsingh    View Graph,September - 2016,September,11-September-2015,Potato Store,650.00
Qiladedarsingh    View Graph,September - 2016,September,11-September-2015,Potato Sugar free,NA
Qiladedarsingh    View Graph,September - 2016,September,11-September-2015,Potato Fresh,"2,550.00"
Qiladedarsingh    View Graph,September - 2016,September,11-September-2015,Mango (Malda),NA
Qiladedarsingh    View Graph,September - 2016,September,11-September-2015,Mango(Anwer Ratol),NA
Qiladedarsingh    View Graph,September - 2016,September,11-September-2015,Mango(Chounsa),"7,000.00"
