textbox3,Month,Year,Date,CropNameUrdu,textbox2
Alipur    View Graph,April - 2015,April,1-April-2015,Apricot Yellow,NA
Alipur    View Graph,April - 2015,April,1-April-2015,Gram Pulse,NA
Alipur    View Graph,April - 2015,April,1-April-2015,Mash Pulse(Imported) washed,NA
Alipur    View Graph,April - 2015,April,1-April-2015,Moong Pulse,NA
Alipur    View Graph,April - 2015,April,1-April-2015,Apple (Ammre),NA
Alipur    View Graph,April - 2015,April,1-April-2015,Apple Kala Kullu (Madani),NA
Alipur    View Graph,April - 2015,April,1-April-2015,Apple Kala Kullu (Pahari),NA
Alipur    View Graph,April - 2015,April,1-April-2015,Apple (Gatcha),NA
Alipur    View Graph,April - 2015,April,1-April-2015,Apple (Golden),NA
Alipur    View Graph,April - 2015,April,1-April-2015,Sweet Potato(شکر قندی),NA
Alipur    View Graph,April - 2015,April,1-April-2015,Turnip,NA
Alipur    View Graph,April - 2015,April,1-April-2015,Capsicum (شملہ مرچ),NA
Alipur    View Graph,April - 2015,April,1-April-2015,Bottle Gourd (کدو),NA
Alipur    View Graph,April - 2015,April,1-April-2015,Bitter Gourd (کریلا),NA
Alipur    View Graph,April - 2015,April,1-April-2015,Dates (Aseel),NA
Alipur    View Graph,April - 2015,April,1-April-2015,Cucumber (Kheera),NA
Alipur    View Graph,April - 2015,April,1-April-2015,Kinnow (100Pcs),NA
Alipur    View Graph,April - 2015,April,1-April-2015,Carrot,NA
Alipur    View Graph,April - 2015,April,1-April-2015,Cabbage,NA
Alipur    View Graph,April - 2015,April,1-April-2015,Garlic (China),NA
Alipur    View Graph,April - 2015,April,1-April-2015,Garlic (Local),NA
Alipur    View Graph,April - 2015,April,1-April-2015,Lemon (China),NA
Alipur    View Graph,April - 2015,April,1-April-2015,Lemon (Desi),NA
Alipur    View Graph,April - 2015,April,1-April-2015,Orange(100Pcs),NA
Alipur    View Graph,April - 2015,April,1-April-2015,Musambi(100Pcs),NA
Alipur    View Graph,April - 2015,April,1-April-2015,Radish,NA
Alipur    View Graph,April - 2015,April,1-April-2015,Paddy Basmati,NA
Alipur    View Graph,April - 2015,April,1-April-2015,Mongray,NA
Alipur    View Graph,April - 2015,April,1-April-2015,Peas,NA
Alipur    View Graph,April - 2015,April,1-April-2015,Fenugreek(میتھی),NA
Alipur    View Graph,April - 2015,April,1-April-2015,Cocunut,NA
Alipur    View Graph,April - 2015,April,1-April-2015,Tomato,"3,000.00"
Alipur    View Graph,April - 2015,April,1-April-2015,Tinda Desi,NA
Alipur    View Graph,April - 2015,April,1-April-2015,Green Chilli,NA
Alipur    View Graph,April - 2015,April,3-April-2015,Banana(DOZEN),NA
Alipur    View Graph,April - 2015,April,3-April-2015,Ginger (Thai),NA
Alipur    View Graph,April - 2015,April,3-April-2015,Ginger(China),NA
Alipur    View Graph,April - 2015,April,3-April-2015,Cocoyam(اروی),NA
Alipur    View Graph,April - 2015,April,3-April-2015,Strawberry,NA
Alipur    View Graph,April - 2015,April,3-April-2015,Potato Store,NA
Alipur    View Graph,April - 2015,April,3-April-2015,Potato Fresh,"1,000.00"
Alipur    View Graph,April - 2015,April,3-April-2015,Mango(Chounsa),NA
Alipur    View Graph,April - 2015,April,3-April-2015,Mango(Sindhri),NA
Alipur    View Graph,April - 2015,April,3-April-2015,Guava,NA
Alipur    View Graph,April - 2015,April,3-April-2015,Pomegranate(Kandhari),NA
Alipur    View Graph,April - 2015,April,3-April-2015,Grapes (Other),NA
Alipur    View Graph,April - 2015,April,3-April-2015,Grapes Sundekhani,NA
Alipur    View Graph,April - 2015,April,3-April-2015,Grapes Gola,NA
Alipur    View Graph,April - 2015,April,3-April-2015,Lady Finger/Okra (بھنڈی توری),NA
Alipur    View Graph,April - 2015,April,3-April-2015,Wheat Straw,NA
Alipur    View Graph,April - 2015,April,3-April-2015,jujube(بیر),NA
Alipur    View Graph,April - 2015,April,3-April-2015,Gram Flour (بیسن),NA
Alipur    View Graph,April - 2015,April,3-April-2015,Brinjal,NA
Alipur    View Graph,April - 2015,April,3-April-2015,Spinach,NA
Alipur    View Graph,April - 2015,April,3-April-2015,Mint(پودینہ),NA
Alipur    View Graph,April - 2015,April,3-April-2015,Cauliflower,NA
Alipur    View Graph,April - 2015,April,3-April-2015,Onion,"2,100.00"
Alipur    View Graph,April - 2015,April,3-April-2015,Watermelon,NA
Alipur    View Graph,April - 2015,April,3-April-2015,Rice Basmati Super (Old),NA
Alipur    View Graph,April - 2015,April,3-April-2015,Rice Basmati Super (New),NA
Alipur    View Graph,April - 2015,April,3-April-2015,Gram White(Imported),NA
Alipur    View Graph,April - 2015,April,3-April-2015,Sugar,NA
Alipur    View Graph,April - 2015,April,3-April-2015,Pumpkin,NA
Alipur    View Graph,April - 2015,April,3-April-2015,Melon,NA
Alipur    View Graph,April - 2015,April,3-April-2015,Apricot Yellow,NA
Alipur    View Graph,April - 2015,April,3-April-2015,Gram Pulse,NA
Alipur    View Graph,April - 2015,April,3-April-2015,Mash Pulse(Imported) washed,NA
Alipur    View Graph,April - 2015,April,3-April-2015,Moong Pulse,NA
Alipur    View Graph,April - 2015,April,3-April-2015,Apple (Ammre),NA
Alipur    View Graph,April - 2015,April,3-April-2015,Apple Kala Kullu (Madani),NA
Alipur    View Graph,April - 2015,April,3-April-2015,Apple Kala Kullu (Pahari),NA
Alipur    View Graph,April - 2015,April,3-April-2015,Apple (Gatcha),NA
Alipur    View Graph,April - 2015,April,3-April-2015,Apple (Golden),NA
Alipur    View Graph,April - 2015,April,3-April-2015,Sweet Potato(شکر قندی),NA
Alipur    View Graph,April - 2015,April,3-April-2015,Turnip,NA
Alipur    View Graph,April - 2015,April,3-April-2015,Capsicum (شملہ مرچ),NA
Alipur    View Graph,April - 2015,April,3-April-2015,Bottle Gourd (کدو),NA
Alipur    View Graph,April - 2015,April,3-April-2015,Bitter Gourd (کریلا),NA
Alipur    View Graph,April - 2015,April,3-April-2015,Dates (Aseel),NA
Alipur    View Graph,April - 2015,April,3-April-2015,Cucumber (Kheera),NA
Alipur    View Graph,April - 2015,April,3-April-2015,Kinnow (100Pcs),NA
Alipur    View Graph,April - 2015,April,3-April-2015,Carrot,NA
Alipur    View Graph,April - 2015,April,3-April-2015,Cabbage,NA
Alipur    View Graph,April - 2015,April,3-April-2015,Garlic (China),NA
Alipur    View Graph,April - 2015,April,3-April-2015,Garlic (Local),NA
Alipur    View Graph,April - 2015,April,3-April-2015,Lemon (China),NA
Alipur    View Graph,April - 2015,April,3-April-2015,Lemon (Desi),NA
Alipur    View Graph,April - 2015,April,3-April-2015,Orange(100Pcs),NA
Alipur    View Graph,April - 2015,April,3-April-2015,Musambi(100Pcs),NA
Alipur    View Graph,April - 2015,April,3-April-2015,Radish,NA
Alipur    View Graph,April - 2015,April,3-April-2015,Paddy Basmati,NA
Alipur    View Graph,April - 2015,April,3-April-2015,Mongray,NA
Alipur    View Graph,April - 2015,April,3-April-2015,Peas,NA
Alipur    View Graph,April - 2015,April,3-April-2015,Fenugreek(میتھی),NA
Alipur    View Graph,April - 2015,April,3-April-2015,Cocunut,NA
Alipur    View Graph,April - 2015,April,3-April-2015,Tomato,"2,200.00"
Alipur    View Graph,April - 2015,April,3-April-2015,Tinda Desi,NA
Alipur    View Graph,April - 2015,April,3-April-2015,Green Chilli,NA
Alipur    View Graph,April - 2015,April,6-April-2015,Banana(DOZEN),NA
Alipur    View Graph,April - 2015,April,6-April-2015,Ginger (Thai),NA
Alipur    View Graph,April - 2015,April,6-April-2015,Ginger(China),NA
Alipur    View Graph,April - 2015,April,6-April-2015,Cocoyam(اروی),NA
Alipur    View Graph,April - 2015,April,6-April-2015,Strawberry,NA
Alipur    View Graph,April - 2015,April,6-April-2015,Potato Store,NA
Alipur    View Graph,April - 2015,April,6-April-2015,Potato Fresh,"1,100.00"
Alipur    View Graph,April - 2015,April,6-April-2015,Mango(Chounsa),NA
Alipur    View Graph,April - 2015,April,6-April-2015,Mango(Sindhri),NA
Alipur    View Graph,April - 2015,April,6-April-2015,Guava,NA
Alipur    View Graph,April - 2015,April,6-April-2015,Pomegranate(Kandhari),NA
Alipur    View Graph,April - 2015,April,6-April-2015,Grapes (Other),NA
Alipur    View Graph,April - 2015,April,6-April-2015,Grapes Sundekhani,NA
Alipur    View Graph,April - 2015,April,6-April-2015,Grapes Gola,NA
Alipur    View Graph,April - 2015,April,6-April-2015,Lady Finger/Okra (بھنڈی توری),NA
Alipur    View Graph,April - 2015,April,6-April-2015,Wheat Straw,NA
Alipur    View Graph,April - 2015,April,6-April-2015,jujube(بیر),NA
Alipur    View Graph,April - 2015,April,6-April-2015,Gram Flour (بیسن),NA
Alipur    View Graph,April - 2015,April,6-April-2015,Brinjal,NA
Alipur    View Graph,April - 2015,April,6-April-2015,Spinach,NA
Alipur    View Graph,April - 2015,April,6-April-2015,Mint(پودینہ),NA
Alipur    View Graph,April - 2015,April,6-April-2015,Cauliflower,NA
Alipur    View Graph,April - 2015,April,6-April-2015,Onion,"3,100.00"
Alipur    View Graph,April - 2015,April,6-April-2015,Watermelon,NA
Alipur    View Graph,April - 2015,April,6-April-2015,Rice Basmati Super (Old),NA
Alipur    View Graph,April - 2015,April,6-April-2015,Rice Basmati Super (New),NA
Alipur    View Graph,April - 2015,April,6-April-2015,Gram White(Imported),NA
Alipur    View Graph,April - 2015,April,6-April-2015,Sugar,NA
Alipur    View Graph,April - 2015,April,6-April-2015,Pumpkin,NA
Alipur    View Graph,April - 2015,April,6-April-2015,Melon,NA
Alipur    View Graph,April - 2015,April,6-April-2015,Apricot Yellow,NA
Alipur    View Graph,April - 2015,April,6-April-2015,Gram Pulse,NA
Alipur    View Graph,April - 2015,April,6-April-2015,Mash Pulse(Imported) washed,NA
Alipur    View Graph,April - 2015,April,6-April-2015,Moong Pulse,NA
Alipur    View Graph,April - 2015,April,6-April-2015,Apple (Ammre),NA
Alipur    View Graph,April - 2015,April,6-April-2015,Apple Kala Kullu (Madani),NA
Alipur    View Graph,April - 2015,April,6-April-2015,Apple Kala Kullu (Pahari),NA
Alipur    View Graph,April - 2015,April,6-April-2015,Apple (Gatcha),NA
Alipur    View Graph,April - 2015,April,6-April-2015,Apple (Golden),NA
Alipur    View Graph,April - 2015,April,6-April-2015,Sweet Potato(شکر قندی),NA
Alipur    View Graph,April - 2015,April,6-April-2015,Turnip,NA
Alipur    View Graph,April - 2015,April,6-April-2015,Capsicum (شملہ مرچ),NA
Alipur    View Graph,April - 2015,April,6-April-2015,Bottle Gourd (کدو),NA
Alipur    View Graph,April - 2015,April,6-April-2015,Bitter Gourd (کریلا),NA
Alipur    View Graph,April - 2015,April,6-April-2015,Dates (Aseel),NA
Alipur    View Graph,April - 2015,April,6-April-2015,Cucumber (Kheera),NA
Alipur    View Graph,April - 2015,April,6-April-2015,Kinnow (100Pcs),NA
Alipur    View Graph,April - 2015,April,6-April-2015,Carrot,NA
Alipur    View Graph,April - 2015,April,6-April-2015,Cabbage,NA
Alipur    View Graph,April - 2015,April,6-April-2015,Garlic (China),NA
Alipur    View Graph,April - 2015,April,6-April-2015,Garlic (Local),NA
Alipur    View Graph,April - 2015,April,6-April-2015,Lemon (China),NA
Alipur    View Graph,April - 2015,April,6-April-2015,Lemon (Desi),NA
Alipur    View Graph,April - 2015,April,6-April-2015,Orange(100Pcs),NA
Alipur    View Graph,April - 2015,April,6-April-2015,Musambi(100Pcs),NA
Alipur    View Graph,April - 2015,April,6-April-2015,Radish,NA
Alipur    View Graph,April - 2015,April,6-April-2015,Paddy Basmati,NA
Alipur    View Graph,April - 2015,April,6-April-2015,Mongray,NA
Alipur    View Graph,April - 2015,April,6-April-2015,Peas,NA
Alipur    View Graph,April - 2015,April,6-April-2015,Fenugreek(میتھی),NA
Alipur    View Graph,April - 2015,April,6-April-2015,Cocunut,NA
Alipur    View Graph,April - 2015,April,6-April-2015,Tomato,"4,800.00"
Alipur    View Graph,April - 2015,April,6-April-2015,Tinda Desi,NA
Alipur    View Graph,April - 2015,April,6-April-2015,Green Chilli,NA
Alipur    View Graph,April - 2015,April,7-April-2015,Banana(DOZEN),NA
Alipur    View Graph,April - 2015,April,7-April-2015,Ginger (Thai),NA
Alipur    View Graph,April - 2015,April,7-April-2015,Ginger(China),NA
Alipur    View Graph,April - 2015,April,7-April-2015,Cocoyam(اروی),NA
Alipur    View Graph,April - 2015,April,7-April-2015,Strawberry,NA
Alipur    View Graph,April - 2015,April,7-April-2015,Potato Store,NA
Alipur    View Graph,April - 2015,April,7-April-2015,Potato Fresh,"1,200.00"
Alipur    View Graph,April - 2015,April,7-April-2015,Mango(Chounsa),NA
Alipur    View Graph,April - 2015,April,7-April-2015,Mango(Sindhri),NA
Alipur    View Graph,April - 2015,April,7-April-2015,Guava,NA
Alipur    View Graph,April - 2015,April,7-April-2015,Pomegranate(Kandhari),NA
Alipur    View Graph,April - 2015,April,7-April-2015,Grapes (Other),NA
Alipur    View Graph,April - 2015,April,7-April-2015,Grapes Sundekhani,NA
Alipur    View Graph,April - 2015,April,7-April-2015,Grapes Gola,NA
Alipur    View Graph,April - 2015,April,7-April-2015,Lady Finger/Okra (بھنڈی توری),NA
Alipur    View Graph,April - 2015,April,7-April-2015,Wheat Straw,NA
Alipur    View Graph,April - 2015,April,7-April-2015,jujube(بیر),NA
Alipur    View Graph,April - 2015,April,7-April-2015,Gram Flour (بیسن),NA
Alipur    View Graph,April - 2015,April,7-April-2015,Brinjal,NA
Alipur    View Graph,April - 2015,April,7-April-2015,Spinach,NA
Alipur    View Graph,April - 2015,April,7-April-2015,Mint(پودینہ),NA
Alipur    View Graph,April - 2015,April,7-April-2015,Cauliflower,NA
Alipur    View Graph,April - 2015,April,7-April-2015,Onion,"3,500.00"
Alipur    View Graph,April - 2015,April,7-April-2015,Watermelon,NA
Alipur    View Graph,April - 2015,April,7-April-2015,Rice Basmati Super (Old),NA
Alipur    View Graph,April - 2015,April,7-April-2015,Rice Basmati Super (New),NA
Alipur    View Graph,April - 2015,April,7-April-2015,Gram White(Imported),NA
Alipur    View Graph,April - 2015,April,7-April-2015,Sugar,NA
Alipur    View Graph,April - 2015,April,7-April-2015,Pumpkin,NA
Alipur    View Graph,April - 2015,April,7-April-2015,Melon,NA
Alipur    View Graph,April - 2015,April,7-April-2015,Apricot Yellow,NA
Alipur    View Graph,April - 2015,April,7-April-2015,Gram Pulse,NA
Alipur    View Graph,April - 2015,April,7-April-2015,Mash Pulse(Imported) washed,NA
Alipur    View Graph,April - 2015,April,7-April-2015,Moong Pulse,NA
Alipur    View Graph,April - 2015,April,7-April-2015,Apple (Ammre),NA
Alipur    View Graph,April - 2015,April,7-April-2015,Apple Kala Kullu (Madani),NA
Alipur    View Graph,April - 2015,April,7-April-2015,Apple Kala Kullu (Pahari),NA
Alipur    View Graph,April - 2015,April,7-April-2015,Apple (Gatcha),NA
Alipur    View Graph,April - 2015,April,7-April-2015,Apple (Golden),NA
Alipur    View Graph,April - 2015,April,7-April-2015,Sweet Potato(شکر قندی),NA
Alipur    View Graph,April - 2015,April,7-April-2015,Turnip,NA
Alipur    View Graph,April - 2015,April,7-April-2015,Capsicum (شملہ مرچ),NA
Alipur    View Graph,April - 2015,April,7-April-2015,Bottle Gourd (کدو),NA
Alipur    View Graph,April - 2015,April,7-April-2015,Bitter Gourd (کریلا),NA
Alipur    View Graph,April - 2015,April,7-April-2015,Dates (Aseel),NA
Alipur    View Graph,April - 2015,April,7-April-2015,Cucumber (Kheera),NA
Alipur    View Graph,April - 2015,April,7-April-2015,Kinnow (100Pcs),NA
Alipur    View Graph,April - 2015,April,7-April-2015,Carrot,NA
Alipur    View Graph,April - 2015,April,7-April-2015,Cabbage,NA
Alipur    View Graph,April - 2015,April,7-April-2015,Garlic (China),NA
Alipur    View Graph,April - 2015,April,7-April-2015,Garlic (Local),NA
Alipur    View Graph,April - 2015,April,7-April-2015,Lemon (China),NA
Alipur    View Graph,April - 2015,April,7-April-2015,Lemon (Desi),NA
Alipur    View Graph,April - 2015,April,7-April-2015,Orange(100Pcs),NA
Alipur    View Graph,April - 2015,April,7-April-2015,Musambi(100Pcs),NA
Alipur    View Graph,April - 2015,April,7-April-2015,Radish,NA
Alipur    View Graph,April - 2015,April,7-April-2015,Paddy Basmati,NA
Alipur    View Graph,April - 2015,April,7-April-2015,Mongray,NA
Alipur    View Graph,April - 2015,April,7-April-2015,Peas,NA
Alipur    View Graph,April - 2015,April,7-April-2015,Fenugreek(میتھی),NA
Alipur    View Graph,April - 2015,April,7-April-2015,Cocunut,NA
Alipur    View Graph,April - 2015,April,7-April-2015,Tomato,"4,200.00"
Alipur    View Graph,April - 2015,April,7-April-2015,Tinda Desi,NA
Alipur    View Graph,April - 2015,April,7-April-2015,Green Chilli,NA
Alipur    View Graph,April - 2015,April,8-April-2015,Banana(DOZEN),NA
Alipur    View Graph,April - 2015,April,8-April-2015,Ginger (Thai),NA
Alipur    View Graph,April - 2015,April,8-April-2015,Ginger(China),NA
Alipur    View Graph,April - 2015,April,8-April-2015,Cocoyam(اروی),NA
Alipur    View Graph,April - 2015,April,8-April-2015,Strawberry,NA
Alipur    View Graph,April - 2015,April,8-April-2015,Potato Store,NA
Alipur    View Graph,April - 2015,April,8-April-2015,Potato Fresh,"1,300.00"
Alipur    View Graph,April - 2015,April,8-April-2015,Mango(Chounsa),NA
Alipur    View Graph,April - 2015,April,8-April-2015,Mango(Sindhri),NA
Alipur    View Graph,April - 2015,April,8-April-2015,Guava,NA
Alipur    View Graph,April - 2015,April,8-April-2015,Pomegranate(Kandhari),NA
Alipur    View Graph,April - 2015,April,8-April-2015,Grapes (Other),NA
Alipur    View Graph,April - 2015,April,8-April-2015,Grapes Sundekhani,NA
Alipur    View Graph,April - 2015,April,8-April-2015,Grapes Gola,NA
Alipur    View Graph,April - 2015,April,8-April-2015,Lady Finger/Okra (بھنڈی توری),NA
Alipur    View Graph,April - 2015,April,8-April-2015,Wheat Straw,NA
Alipur    View Graph,April - 2015,April,8-April-2015,jujube(بیر),NA
Alipur    View Graph,April - 2015,April,8-April-2015,Gram Flour (بیسن),NA
Alipur    View Graph,April - 2015,April,8-April-2015,Brinjal,NA
Alipur    View Graph,April - 2015,April,8-April-2015,Spinach,NA
Alipur    View Graph,April - 2015,April,8-April-2015,Mint(پودینہ),NA
Alipur    View Graph,April - 2015,April,8-April-2015,Cauliflower,NA
Alipur    View Graph,April - 2015,April,8-April-2015,Onion,"3,400.00"
Alipur    View Graph,April - 2015,April,8-April-2015,Watermelon,NA
Alipur    View Graph,April - 2015,April,8-April-2015,Rice Basmati Super (Old),NA
Alipur    View Graph,April - 2015,April,8-April-2015,Rice Basmati Super (New),NA
Alipur    View Graph,April - 2015,April,8-April-2015,Gram White(Imported),NA
Alipur    View Graph,April - 2015,April,8-April-2015,Sugar,NA
Alipur    View Graph,April - 2015,April,8-April-2015,Pumpkin,NA
Alipur    View Graph,April - 2015,April,8-April-2015,Melon,NA
Alipur    View Graph,April - 2015,April,8-April-2015,Apricot Yellow,NA
Alipur    View Graph,April - 2015,April,8-April-2015,Gram Pulse,NA
Alipur    View Graph,April - 2015,April,8-April-2015,Mash Pulse(Imported) washed,NA
Alipur    View Graph,April - 2015,April,8-April-2015,Moong Pulse,NA
Alipur    View Graph,April - 2015,April,8-April-2015,Apple (Ammre),NA
Alipur    View Graph,April - 2015,April,8-April-2015,Apple Kala Kullu (Madani),NA
Alipur    View Graph,April - 2015,April,8-April-2015,Apple Kala Kullu (Pahari),NA
Alipur    View Graph,April - 2015,April,8-April-2015,Apple (Gatcha),NA
Alipur    View Graph,April - 2015,April,8-April-2015,Apple (Golden),NA
Alipur    View Graph,April - 2015,April,8-April-2015,Sweet Potato(شکر قندی),NA
Alipur    View Graph,April - 2015,April,8-April-2015,Turnip,NA
Alipur    View Graph,April - 2015,April,8-April-2015,Capsicum (شملہ مرچ),NA
Alipur    View Graph,April - 2015,April,8-April-2015,Bottle Gourd (کدو),NA
Alipur    View Graph,April - 2015,April,8-April-2015,Bitter Gourd (کریلا),NA
Alipur    View Graph,April - 2015,April,8-April-2015,Dates (Aseel),NA
Alipur    View Graph,April - 2015,April,8-April-2015,Cucumber (Kheera),NA
Alipur    View Graph,April - 2015,April,8-April-2015,Kinnow (100Pcs),NA
Alipur    View Graph,April - 2015,April,8-April-2015,Carrot,NA
Alipur    View Graph,April - 2015,April,8-April-2015,Cabbage,NA
Alipur    View Graph,April - 2015,April,8-April-2015,Garlic (China),NA
Alipur    View Graph,April - 2015,April,8-April-2015,Garlic (Local),NA
Alipur    View Graph,April - 2015,April,8-April-2015,Lemon (China),NA
Alipur    View Graph,April - 2015,April,8-April-2015,Lemon (Desi),NA
Alipur    View Graph,April - 2015,April,8-April-2015,Orange(100Pcs),NA
Alipur    View Graph,April - 2015,April,8-April-2015,Musambi(100Pcs),NA
Alipur    View Graph,April - 2015,April,8-April-2015,Radish,NA
Alipur    View Graph,April - 2015,April,8-April-2015,Paddy Basmati,NA
Alipur    View Graph,April - 2015,April,8-April-2015,Mongray,NA
Alipur    View Graph,April - 2015,April,8-April-2015,Peas,NA
Alipur    View Graph,April - 2015,April,8-April-2015,Fenugreek(میتھی),NA
Alipur    View Graph,April - 2015,April,8-April-2015,Cocunut,NA
Alipur    View Graph,April - 2015,April,8-April-2015,Tomato,"4,150.00"
Alipur    View Graph,April - 2015,April,8-April-2015,Tinda Desi,NA
Alipur    View Graph,April - 2015,April,8-April-2015,Green Chilli,NA
Alipur    View Graph,April - 2015,April,10-April-2015,Banana(DOZEN),NA
Alipur    View Graph,April - 2015,April,10-April-2015,Ginger (Thai),NA
Alipur    View Graph,April - 2015,April,10-April-2015,Ginger(China),NA
Alipur    View Graph,April - 2015,April,10-April-2015,Cocoyam(اروی),NA
Alipur    View Graph,April - 2015,April,10-April-2015,Strawberry,NA
Alipur    View Graph,April - 2015,April,10-April-2015,Potato Store,NA
Alipur    View Graph,April - 2015,April,10-April-2015,Potato Fresh,"1,450.00"
Alipur    View Graph,April - 2015,April,10-April-2015,Mango(Chounsa),NA
Alipur    View Graph,April - 2015,April,10-April-2015,Mango(Sindhri),NA
Alipur    View Graph,April - 2015,April,10-April-2015,Guava,NA
Alipur    View Graph,April - 2015,April,10-April-2015,Pomegranate(Kandhari),NA
Alipur    View Graph,April - 2015,April,10-April-2015,Grapes (Other),NA
Alipur    View Graph,April - 2015,April,10-April-2015,Grapes Sundekhani,NA
Alipur    View Graph,April - 2015,April,10-April-2015,Grapes Gola,NA
Alipur    View Graph,April - 2015,April,10-April-2015,Lady Finger/Okra (بھنڈی توری),NA
Alipur    View Graph,April - 2015,April,10-April-2015,Wheat Straw,NA
Alipur    View Graph,April - 2015,April,10-April-2015,jujube(بیر),NA
Alipur    View Graph,April - 2015,April,10-April-2015,Gram Flour (بیسن),NA
Alipur    View Graph,April - 2015,April,10-April-2015,Brinjal,NA
Alipur    View Graph,April - 2015,April,10-April-2015,Spinach,NA
Alipur    View Graph,April - 2015,April,10-April-2015,Mint(پودینہ),NA
Alipur    View Graph,April - 2015,April,10-April-2015,Cauliflower,NA
Alipur    View Graph,April - 2015,April,10-April-2015,Onion,"3,600.00"
Alipur    View Graph,April - 2015,April,10-April-2015,Watermelon,NA
Alipur    View Graph,April - 2015,April,10-April-2015,Rice Basmati Super (Old),NA
Alipur    View Graph,April - 2015,April,10-April-2015,Rice Basmati Super (New),NA
Alipur    View Graph,April - 2015,April,10-April-2015,Gram White(Imported),NA
Alipur    View Graph,April - 2015,April,10-April-2015,Sugar,NA
Alipur    View Graph,April - 2015,April,10-April-2015,Pumpkin,NA
Alipur    View Graph,April - 2015,April,10-April-2015,Melon,NA
Alipur    View Graph,April - 2015,April,10-April-2015,Apricot Yellow,NA
Alipur    View Graph,April - 2015,April,10-April-2015,Gram Pulse,NA
Alipur    View Graph,April - 2015,April,10-April-2015,Mash Pulse(Imported) washed,NA
Alipur    View Graph,April - 2015,April,10-April-2015,Moong Pulse,NA
Alipur    View Graph,April - 2015,April,10-April-2015,Apple (Ammre),NA
Alipur    View Graph,April - 2015,April,10-April-2015,Apple Kala Kullu (Madani),NA
Alipur    View Graph,April - 2015,April,10-April-2015,Apple Kala Kullu (Pahari),NA
Alipur    View Graph,April - 2015,April,10-April-2015,Apple (Gatcha),NA
Alipur    View Graph,April - 2015,April,10-April-2015,Apple (Golden),NA
Alipur    View Graph,April - 2015,April,10-April-2015,Sweet Potato(شکر قندی),NA
Alipur    View Graph,April - 2015,April,10-April-2015,Turnip,NA
Alipur    View Graph,April - 2015,April,10-April-2015,Capsicum (شملہ مرچ),NA
Alipur    View Graph,April - 2015,April,10-April-2015,Bottle Gourd (کدو),NA
Alipur    View Graph,April - 2015,April,10-April-2015,Bitter Gourd (کریلا),NA
Alipur    View Graph,April - 2015,April,10-April-2015,Dates (Aseel),NA
Alipur    View Graph,April - 2015,April,10-April-2015,Cucumber (Kheera),NA
Alipur    View Graph,April - 2015,April,10-April-2015,Kinnow (100Pcs),NA
Alipur    View Graph,April - 2015,April,10-April-2015,Carrot,NA
Alipur    View Graph,April - 2015,April,10-April-2015,Cabbage,NA
Alipur    View Graph,April - 2015,April,10-April-2015,Garlic (China),NA
Alipur    View Graph,April - 2015,April,10-April-2015,Garlic (Local),NA
Alipur    View Graph,April - 2015,April,10-April-2015,Lemon (China),NA
Alipur    View Graph,April - 2015,April,10-April-2015,Lemon (Desi),NA
Alipur    View Graph,April - 2015,April,10-April-2015,Orange(100Pcs),NA
