textbox3,Month,Year,Date,CropNameUrdu,textbox2
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Rice Basmati (385),NA
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Rice Basmati Super (Old),NA
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Rice Basmati Super (New),"7,350.00"
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Sorghum,"3,000.00"
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Gram White(Imported),NA
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Gram White(local),"10,025.00"
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Sugar,"5,310.00"
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Pumpkin,"3,350.00"
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Melon,"4,775.00"
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Apricot Yellow,NA
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Apricot White,NA
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Gram Pulse,"8,900.00"
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Mash Pulse(Imported) washed,NA
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Mash Pulse(local),"12,200.00"
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Masoor Pulse(local),"9,300.00"
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Moong Pulse,"9,975.00"
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Coriander (دھنیا),NA
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Mustard Greens(ساگ سرسوں),NA
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Green Fodder,220.00
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Red Chilli Whole (Dry),"15,650.00"
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Apple (Ammre),"8,100.00"
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Apple Kala Kullu (Madani),NA
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Apple Kala Kullu (Pahari),"16,075.00"
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Apple (Gatcha),NA
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Apple (Golden),NA
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Turnip,925.00
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Capsicum (شملہ مرچ),"3,050.00"
AliPurChatta    View Graph,April - 2012,April,3-April-2012,feutral early(100 Pcs) فروٹر,NA
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Gram Black,"8,875.00"
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Bottle Gourd (کدو),NA
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Bitter Gourd (کریلا),"9,000.00"
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Dates (Aseel),NA
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Banola Cake,"1,875.00"
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Cucumber (Kheera),"2,075.00"
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Kinnow (100Pcs),560.00
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Carrot,"2,750.00"
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Grapefruit(100Pcs),NA
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Wheat,"2,650.00"
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Cabbage,458.00
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Jaggery (گڑ),"4,625.00"
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Zucchini (گھیا توری),NA
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Garlic (China),"8,750.00"
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Garlic (Local),"3,750.00"
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Lemon (China),"5,250.00"
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Lemon (Desi),NA
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Mash,"10,100.00"
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Orange(100Pcs),NA
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Musambi(100Pcs),NA
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Masoor Whole (Imported),"7,025.00"
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Masoor Pulse (Imported),"7,450.00"
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Maize,"2,400.00"
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Radish,910.00
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Paddy Basmati,NA
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Moong,"9,500.00"
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Mongray,NA
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Peas,"2,650.00"
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Fenugreek(میتھی),NA
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Pear,NA
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Tomato,"4,500.00"
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Tinda Desi,NA
AliPurChatta    View Graph,April - 2012,April,3-April-2012,Green Chilli,"8,500.00"
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Banana(DOZEN),58.00
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Ginger (Thai),NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Ginger(China),"4,800.00"
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Cocoyam(اروی),NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Strawberry,NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Potato Store,NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Potato Sugar free,NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Potato Fresh,"1,600.00"
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Mango (Malda),NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Mango(Anwer Ratol),NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Mango(Chounsa),NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Mango(Desahri),NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Mango Desi,NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Mango(Sindhri),NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Mango Saharni,NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Guava,NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Pomegranate(Badana),"25,250.00"
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Pomegranate Desi,NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Pomegranate(Kandhari),"16,500.00"
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Grapes (Other),NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Grapes Sundekhani,NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Grapes Gola,NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Peach,NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Peach Special,NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Millet,"2,250.00"
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Lady Finger/Okra (بھنڈی توری),"9,550.00"
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Wheat Straw,595.00
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Gram Flour (بیسن),"8,750.00"
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Brinjal,"3,750.00"
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Spinach,450.00
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Papaya(پپیتا),NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Cauliflower,510.00
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Onion,"1,500.00"
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Watermelon,NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,RapeSeed (Torya),"6,300.00"
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Rice Basmati (385),NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Rice Basmati Super (Old),NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Rice Basmati Super (New),"7,400.00"
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Sorghum,"3,100.00"
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Gram White(Imported),NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Gram White(local),"9,950.00"
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Sugar,"5,360.00"
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Pumpkin,"3,875.00"
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Melon,"4,800.00"
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Apricot Yellow,NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Apricot White,NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Gram Pulse,"8,500.00"
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Mash Pulse(Imported) washed,NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Mash Pulse(local),"12,300.00"
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Masoor Pulse(local),"8,900.00"
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Moong Pulse,"9,900.00"
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Coriander (دھنیا),NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Mustard Greens(ساگ سرسوں),NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Green Fodder,218.00
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Red Chilli Whole (Dry),"16,325.00"
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Apple (Ammre),"8,850.00"
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Apple Kala Kullu (Madani),NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Apple Kala Kullu (Pahari),"15,525.00"
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Apple (Gatcha),NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Apple (Golden),NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Turnip,900.00
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Capsicum (شملہ مرچ),"3,260.00"
AliPurChatta    View Graph,April - 2012,April,4-April-2012,feutral early(100 Pcs) فروٹر,NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Gram Black,"8,500.00"
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Bottle Gourd (کدو),NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Bitter Gourd (کریلا),"9,500.00"
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Dates (Aseel),NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Banola Cake,"1,825.00"
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Cucumber (Kheera),"1,825.00"
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Kinnow (100Pcs),598.00
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Carrot,"2,900.00"
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Grapefruit(100Pcs),NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Wheat,"2,645.00"
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Cabbage,450.00
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Jaggery (گڑ),"4,350.00"
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Zucchini (گھیا توری),NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Garlic (China),"8,800.00"
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Garlic (Local),"3,300.00"
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Lemon (China),"4,500.00"
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Lemon (Desi),NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Mash,"11,225.00"
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Orange(100Pcs),NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Musambi(100Pcs),NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Masoor Whole (Imported),"6,750.00"
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Masoor Pulse (Imported),"6,900.00"
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Maize,"2,413.00"
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Radish,910.00
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Paddy Basmati,NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Moong,"8,800.00"
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Mongray,NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Peas,"2,750.00"
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Fenugreek(میتھی),NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Pear,NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Tomato,"5,500.00"
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Tinda Desi,NA
AliPurChatta    View Graph,April - 2012,April,4-April-2012,Green Chilli,"8,500.00"
AliPurChatta    View Graph,April - 2012,April,5-April-2012,Banana(DOZEN),58.00
AliPurChatta    View Graph,April - 2012,April,5-April-2012,Ginger (Thai),NA
AliPurChatta    View Graph,April - 2012,April,5-April-2012,Ginger(China),"4,750.00"
AliPurChatta    View Graph,April - 2012,April,5-April-2012,Cocoyam(اروی),NA
AliPurChatta    View Graph,April - 2012,April,5-April-2012,Strawberry,NA
AliPurChatta    View Graph,April - 2012,April,5-April-2012,Potato Store,NA
AliPurChatta    View Graph,April - 2012,April,5-April-2012,Potato Sugar free,NA
AliPurChatta    View Graph,April - 2012,April,5-April-2012,Potato Fresh,"1,600.00"
AliPurChatta    View Graph,April - 2012,April,5-April-2012,Mango (Malda),NA
AliPurChatta    View Graph,April - 2012,April,5-April-2012,Mango(Anwer Ratol),NA
AliPurChatta    View Graph,April - 2012,April,5-April-2012,Mango(Chounsa),NA
AliPurChatta    View Graph,April - 2012,April,5-April-2012,Mango(Desahri),NA
AliPurChatta    View Graph,April - 2012,April,5-April-2012,Mango Desi,NA
AliPurChatta    View Graph,April - 2012,April,5-April-2012,Mango(Sindhri),NA
AliPurChatta    View Graph,April - 2012,April,5-April-2012,Mango Saharni,NA
AliPurChatta    View Graph,April - 2012,April,5-April-2012,Guava,NA
AliPurChatta    View Graph,April - 2012,April,5-April-2012,Pomegranate(Badana),"25,250.00"
AliPurChatta    View Graph,April - 2012,April,5-April-2012,Pomegranate Desi,NA
AliPurChatta    View Graph,April - 2012,April,5-April-2012,Pomegranate(Kandhari),"16,500.00"
AliPurChatta    View Graph,April - 2012,April,5-April-2012,Grapes (Other),NA
AliPurChatta    View Graph,April - 2012,April,5-April-2012,Grapes Sundekhani,NA
AliPurChatta    View Graph,April - 2012,April,5-April-2012,Grapes Gola,NA
AliPurChatta    View Graph,April - 2012,April,5-April-2012,Peach,NA
AliPurChatta    View Graph,April - 2012,April,5-April-2012,Peach Special,NA
AliPurChatta    View Graph,April - 2012,April,5-April-2012,Millet,"2,288.00"
AliPurChatta    View Graph,April - 2012,April,5-April-2012,Lady Finger/Okra (بھنڈی توری),"8,550.00"
AliPurChatta    View Graph,April - 2012,April,5-April-2012,Wheat Straw,600.00
AliPurChatta    View Graph,April - 2012,April,5-April-2012,Gram Flour (بیسن),"8,825.00"
AliPurChatta    View Graph,April - 2012,April,5-April-2012,Brinjal,"3,250.00"
AliPurChatta    View Graph,April - 2012,April,5-April-2012,Spinach,500.00
AliPurChatta    View Graph,April - 2012,April,5-April-2012,Papaya(پپیتا),NA
AliPurChatta    View Graph,April - 2012,April,5-April-2012,Cauliflower,563.00
AliPurChatta    View Graph,April - 2012,April,5-April-2012,Onion,"1,550.00"
AliPurChatta    View Graph,April - 2012,April,5-April-2012,Watermelon,NA
AliPurChatta    View Graph,April - 2012,April,5-April-2012,RapeSeed (Torya),"6,313.00"
AliPurChatta    View Graph,April - 2012,April,5-April-2012,Rice Basmati (385),NA
AliPurChatta    View Graph,April - 2012,April,5-April-2012,Rice Basmati Super (Old),NA
AliPurChatta    View Graph,April - 2012,April,5-April-2012,Rice Basmati Super (New),"7,650.00"
AliPurChatta    View Graph,April - 2012,April,5-April-2012,Sorghum,"2,950.00"
AliPurChatta    View Graph,April - 2012,April,5-April-2012,Gram White(Imported),NA
AliPurChatta    View Graph,April - 2012,April,5-April-2012,Gram White(local),"9,950.00"
AliPurChatta    View Graph,April - 2012,April,5-April-2012,Sugar,"5,360.00"
AliPurChatta    View Graph,April - 2012,April,5-April-2012,Pumpkin,"3,800.00"
